,Triangle_index,Size,Angle.C,Angle.B,Angle.A,Side.A_B,SideC_A,Side.B_C,Total_size,Hand,Vision,Type,Angle.Type,Full.Type,duration,Trial_number,subjID,subjposC_x,subjposC_y,AC_angle,AC_dist,SubjAC_angle,SubjAC_dist,DistError,AngleError,M1AE,M1DE,M2AE,M2DE,EEMAE,EEMDE
344,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,54.1939,2,AT18,4.4733,-8.5299,332.326322,9.636998945,5.50315018,5.820855457,0.604011217,-33.17682816,1.236091268,0.70526684,0.725116806,0.845172127,55.66905599,0.332761146
345,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,44.9896,8,AT18,4.3788,-8.5039,332.7553056,9.564957856,325.6813228,5.65010022,0.590708324,7.07398279,2.325352314,0.739083228,1.94418263,0.792935505,64.44281588,0.444021424
346,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,50.453,24,AT18,6.2564,-6.9925,318.1800457,9.378394279,332.6852794,7.817113064,0.833523611,-14.50523372,-1.642188413,0.786337449,3.30091494,0.676213131,54.50036543,0.648398899
347,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,45.7487,16,AT18,6.478,-7.025,317.319756,9.555111622,332.6923527,7.194201627,0.752916545,-15.37259671,5.275769195,0.731992874,-13.08940261,0.878131045,58.7360296,0.463154758
348,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,68.4207,1,AT18,8.6182,-5.0031,300.1363332,10.03613937,302.9121579,10.55741701,1.051940056,-2.775824776,5.368430471,0.717271733,-16.25994679,0.699811485,34.658323,0.802879957
349,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,51.4016,11,AT18,3.2368,9.4231,198.9574071,9.969395056,183.7905128,9.529839403,0.955909496,-15.16689426,-0.233224348,0.727640166,-2.074621103,0.529441291,62.92774905,0.32173352
350,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,41.4158,6,AT18,4.6648,8.4433,208.9200096,9.613341282,312.6834684,6.175390401,0.642377111,103.7634588,-3.518348043,0.769506345,0.607857773,0.729149786,113.5655052,0.145381823
351,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,35.2285,9,AT18,4.6242,8.4765,208.6138694,9.635555707,201.7581491,8.18987239,0.84996368,-6.855720314,1.410560449,0.718963529,2.345919683,0.652752318,65.91930813,0.254177296
352,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,49.3014,28,AT18,4.2781,8.4819,206.7654598,9.493473275,200.7117004,8.191543147,0.862860505,-6.053759374,-1.835702554,0.736125501,0.767127419,0.688783833,72.62636592,0.572396068
353,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,53.7705,7,AT18,6.797,7.1128,223.6994134,9.777865832,261.0457977,10.89659609,1.114414564,37.34638426,6.06764413,0.792457884,1.592719229,0.915482525,49.84112713,0.56238165
354,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,43.562,22,AT18,6.3989,6.9883,222.4790593,9.470998746,204.1016151,9.550750109,1.008420586,-18.37744416,5.553504385,0.713318905,-9.121310451,0.894414899,71.00588787,0.471723381
355,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,56.0712,12,AT18,8.0406,4.9704,238.2771845,9.432484118,256.4264766,11.50226331,1.219430976,18.14929218,7.047007332,0.761330399,-23.41734936,0.85546397,41.33558567,0.861359989
356,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,54.1828,17,AT18,3.1476,-8.9619,340.6476966,9.494964783,13.55847498,7.490796722,0.788923065,-32.9107784,0.020617119,0.703097856,-9.239298535,0.895304244,67.79165041,0.415520191
357,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,39.6047,13,AT18,4.7916,-8.3938,330.2801185,9.622374984,5.153555909,6.599478137,0.685847117,-34.87343744,-2.980303024,0.734855083,11.97867888,0.67954931,86.71339144,0.163282468
358,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,47.6704,5,AT18,4.6524,-8.0633,330.0157156,9.272760961,11.26898085,7.573104939,0.816704428,-41.25326529,-0.933134388,0.767836919,7.985623044,0.686842875,75.29545092,0.295520717
359,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,46.9348,27,AT18,4.4361,-8.6887,332.9529754,9.755342889,318.670774,5.497855731,0.563573807,14.2822014,3.12386139,0.703635574,-2.485383224,0.855495587,68.59163603,0.475950372
360,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,53.8465,19,AT18,6.8045,-7.0406,315.9769682,9.798647706,294.8617322,9.681756581,0.988070688,21.11523604,-2.629559036,0.756257035,1.459071466,0.744032918,39.0620528,0.646081806
361,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,47.7482,25,AT18,6.7029,-6.7898,315.3690095,9.541039094,336.0245665,7.543067629,0.790591837,-20.65555702,3.126779925,0.676803106,-10.19001529,0.845861941,53.6154633,0.508384546
362,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,55.1097,26,AT18,7.981,-5.2848,303.5114369,9.565626651,317.8261125,7.483996507,0.782384341,-14.31467554,6.330219951,0.735315138,-19.78241697,0.836538458,32.55876313,0.781144611
363,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,45.627,6,AT19,3.3534,8.8995,200.6467947,9.480931978,212.3716858,7.494263967,0.790456464,11.7248911,21.88762412,0.33390797,39.22014879,0.326201661,48.47388263,0.43488262
364,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,47.0618,1,AT19,4.8973,8.7687,209.1832641,10.02243153,165.4954275,3.931619577,0.392282009,-43.68783661,7.06016551,0.374773709,13.23653292,0.733578054,9.583463157,0.317587539
365,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,46.7112,23,AT19,4.6766,8.44,208.9908159,9.609830446,222.9196569,10.73814772,1.117412818,13.92884101,23.45992633,0.40505968,1.135497419,0.502451927,17.75546753,0.454288568
366,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,35.463,18,AT19,4.8766,8.9127,208.6853541,10.16135968,187.7714958,5.78897033,0.569704303,-20.91385836,28.67777592,0.457828098,38.90088885,0.540890016,36.42408447,0.553904489
367,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,41.773,26,AT19,6.8566,7.2109,223.55727,9.952489687,284.0622874,6.61627552,0.664785971,60.50501737,18.92162557,0.432345381,48.08829719,0.921557356,13.80223157,0.467696412
368,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,49.1781,2,AT19,6.4929,7.1057,222.4197994,9.622880399,188.6098484,4.291765349,0.445995915,-33.809951,0.028088519,0.427238729,26.26795635,0.521081535,2.436729816,0.508015178
369,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,51.0236,22,AT19,7.983,5.118,237.3355657,9.490140835,295.1800749,3.072051375,0.323709777,57.84450924,41.66693926,0.425396321,55.28271236,0.908245481,14.27312413,0.506929408
370,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,43.0326,21,AT19,3.3738,-9.4525,340.3574274,9.995236255,295.422439,6.470072409,0.647315606,44.93498844,14.2476952,0.306074476,39.24837762,0.332460781,52.61905838,0.431752967
371,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,28.3701,5,AT19,4.5118,-8.5761,332.2515932,9.601557178,201.1482163,2.114297389,0.220203593,131.103377,17.14691376,0.357463048,4.245514081,0.521230439,5.467475463,0.336257283
372,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,46.2402,13,AT19,5.0195,-8.5192,329.4934711,9.901000664,8.348003076,7.849974416,0.79284657,-38.85453201,32.29471316,0.360061065,38.0161271,0.488200519,23.91694572,0.415952602
373,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,59.5433,10,AT19,4.8776,-8.6292,330.5229733,9.91195204,276.5595714,8.150657305,0.822305967,53.96340194,21.76033493,0.359227593,42.18965994,0.6442418,34.02504863,0.462286837
374,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,36.5905,9,AT19,6.8135,-7.0268,315.8829449,9.823973571,212.804372,8.768510216,0.89256248,103.0785729,35.32548757,0.458415104,46.63877694,0.647206355,17.89322993,0.558365398
375,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,35.8966,28,AT19,7.0724,-7.0677,314.9809556,9.998675579,285.402589,6.677590613,0.667847512,29.57836652,28.77736584,0.393783909,35.72197938,0.706799786,7.111521475,0.462222623
376,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,54.3285,8,AT19,8.6308,-4.9575,299.8729022,9.926139849,194.1401109,9.165466786,0.923366679,105.7327914,36.86104116,0.501747631,48.43255515,0.947196347,3.737046704,0.524557057
377,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,39.5065,19,AT19,2.9256,9.1635,197.7065489,9.623554042,158.3580772,8.820548222,0.916558289,-39.3484717,26.82077125,0.359467937,18.06002372,0.619294762,44.55095641,0.424648673
378,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,35.1281,12,AT19,5.141,8.7466,210.445788,10.12748252,156.9640198,4.436901627,0.438105089,-53.4817682,13.54736602,0.425148342,19.48422819,0.744991889,4.050085941,0.343140961
379,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,39.585,17,AT19,4.4381,8.7085,207.0046883,9.708651391,256.7076115,5.640365685,0.58096284,49.70292316,34.16032291,0.364031433,43.33344839,0.620330279,21.77577514,0.352042777
380,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,30.2677,24,AT19,4.8309,8.8959,208.5040807,10.12006486,225.7793576,10.92220394,1.079262247,17.27527695,19.98182014,0.44317058,45.8788596,0.719583619,42.64210646,0.438990026
381,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,36.7914,11,AT19,7.1192,7.2092,224.6401167,10.13400364,221.7806102,4.328809726,0.427156914,-2.859506439,21.02533462,0.517465966,64.6558249,0.702605983,17.32405536,0.53156685
382,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,26.3723,27,AT19,7.0227,7.2055,224.2639201,10.05956704,260.0313015,6.294836466,0.625756202,35.76738146,22.58401958,0.53824092,43.43366671,0.925916871,6.928896243,0.497576928
383,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,32.2344,7,AT19,8.544,5.4496,237.4691405,10.12077709,264.8063888,11.55029018,1.141245388,27.33724823,9.914366313,0.407477568,46.41349768,1.020536362,7.880266102,0.569311746
384,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,45.894,20,AT19,3.2813,-9.4559,340.8626704,9.972837993,284.7376126,7.057587854,0.707680989,56.12505783,23.00515,0.236310807,44.17698344,0.431807699,42.64268493,0.44069393
385,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,352.3154,15,AT19,4.5711,-8.6019,332.0135619,9.739253026,201.5511945,4.398145457,0.451589608,130.4623674,7.20536994,0.52595682,36.76841261,0.53617577,4.038096195,0.358461392
386,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,32.8717,25,AT19,4.7889,-8.3526,330.172523,9.560366,266.3641384,6.675840121,0.698282903,63.80838455,46.19731949,0.392618821,38.29389408,0.523161162,26.86501812,0.372146037
387,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,37.127,14,AT19,5.045,-8.6308,329.6922426,9.972320978,305.545213,7.159773505,0.717964606,24.14702963,9.103407276,0.350238915,28.55165272,0.579707497,45.44137736,0.46431351
388,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,37.014,16,AT19,6.9684,-6.8943,314.693741,9.849933001,280.2752335,9.439133372,0.95829417,34.41850745,16.17873333,0.363580716,38.98481979,0.638474751,22.89663033,0.548540172
389,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,41.5392,3,AT19,6.7954,-7.0208,315.9346509,9.770824531,213.1858332,3.803920696,0.389314196,102.7488176,33.21820944,0.382235546,37.09524969,0.638316727,9.260249655,0.426436967
390,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,58.2706,4,AT19,8.8008,-4.877,298.9932112,10.32985909,143.7685743,5.629428141,0.544966595,155.2246368,24.5749631,0.414494606,48.13434505,0.768298854,9.611090349,0.549441027
391,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,30.2459,18,AT20,3.3792,9.3855,199.8011461,10.00371417,190.1657302,13.25224326,1.324732298,-9.635415982,29.32439703,0.941144215,29.73698961,0.823709944,77.87160773,0.572305323
392,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,27.6213,6,AT20,5.0997,8.6592,210.4952908,10.01981197,183.7669877,7.120843074,0.710676318,-26.72830309,19.16998431,0.662976165,-0.532673115,1.403622059,128.5345212,0.371691273
393,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,35.3695,1,AT20,5.0003,8.6486,210.0349097,10.03628766,164.5425487,11.38439956,1.134323761,-45.492361,5.911735566,0.820877701,1.685913846,1.12910645,99.64047681,0.585399646
394,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,30.6374,3,AT20,4.9821,8.7449,209.6708103,10.03702404,186.7198186,7.603456553,0.757540933,-22.95099162,-3.752701464,0.959245377,20.6536698,1.591383138,58.96884407,0.800346879
395,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,32.6924,26,AT20,6.9547,6.5557,226.6916134,9.546030958,213.0315273,12.48918142,1.308311431,-13.66008606,22.32029868,1.056434083,5.128696738,0.947185426,41.62420428,0.991825831
396,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,29.264,16,AT20,7.0423,6.3454,227.9798562,9.416940846,211.0011422,10.73843585,1.140331667,-16.978714,29.43966794,1.153342243,45.07095338,1.337374446,83.13526982,0.560700874
397,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,43.8508,24,AT20,8.9948,5.3963,239.0389601,10.51617008,342.1726291,14.40077859,1.369393846,103.133669,21.62662243,0.869913954,17.86650516,1.767005496,29.88396741,0.921539346
398,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,35.631,8,AT20,3.4214,-9.2942,339.790226,9.930422881,238.0996553,14.80196247,1.490567184,101.6905707,37.12542164,0.55244216,19.43762979,1.230976578,69.06115972,0.555740565
399,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,31.71,11,AT20,5.0173,-8.6126,329.7769128,9.902095468,344.6357021,14.5101294,1.465359473,-14.85878934,5.721143985,1.110958089,8.625115716,0.870631636,118.8277687,0.459389023
400,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,30.302,4,AT20,4.8205,-8.8121,331.3199329,10.04402472,309.6318121,15.30449789,1.52374156,21.68812081,29.42288911,0.7025737,11.66937255,1.341921808,89.7444222,0.703274834
401,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,35.7195,13,AT20,5.1781,-8.6298,329.0351695,10.06471659,258.9121763,13.22237164,1.313735119,70.1229932,4.256162054,1.080510067,9.537701511,1.159323404,57.20191483,0.753040271
402,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,41.225,20,AT20,7.07,-6.9754,314.6141015,9.921394635,272.1444348,19.03593134,1.918674948,42.4696667,16.93075419,0.841597016,18.32621377,1.170229411,45.76812879,1.17143867
403,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,31.9553,17,AT20,7.1226,-6.868,313.9574503,9.894954967,263.9403745,17.32230815,1.750620211,50.01707584,28.18618418,0.889778245,11.3179661,1.185284337,75.98845359,0.792141431
404,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,40.0418,14,AT20,8.5042,-4.9882,300.3940628,9.873741777,265.4760646,16.38929183,1.659886616,34.91799819,13.29543675,0.843053114,14.23207776,1.239146128,23.7494201,1.250432277
405,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,37.7295,7,AT20,3.1872,9.2655,198.9824872,9.785311949,249.0618124,11.13086116,1.137507033,50.07932526,7.100147077,0.823737412,14.46183873,1.170399513,72.25176065,0.664388742
406,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,21.6902,2,AT20,4.8393,8.4454,209.813147,9.657875965,130.9039454,7.636187815,0.790669485,-78.90920163,-3.726378301,0.953850872,18.34125138,1.532124283,128.4284262,0.408497722
407,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,29.9333,25,AT20,4.68,8.8595,207.8450979,10.06215783,287.4780534,19.43687613,1.931680706,79.63295547,23.97850574,0.760895025,13.6466825,1.366556473,90.17718749,0.599512177
408,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,33.419,27,AT20,4.8921,8.6644,209.4499741,9.947676832,209.5560307,11.56178819,1.162260132,0.106056557,15.40702849,1.078969803,2.335971815,0.93131132,59.62705175,0.719044537
409,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,31.4983,15,AT20,7.2161,6.7712,226.821817,9.668011904,256.9895533,16.23069692,1.678803986,30.1677363,34.06282159,1.142021688,30.2370624,1.16276801,38.81798365,0.949303323
410,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,28.8065,23,AT20,6.7099,7.5426,221.6563044,10.10119965,340.8842219,11.17253605,1.106060313,119.2279175,15.64086064,0.680234202,-25.47701988,0.738542961,82.51558979,0.698713994
411,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,33.8994,22,AT20,9.0497,5.4255,239.0563587,10.54741127,55.86909898,15.53666937,1.473031532,176.8127403,33.90396786,1.074846316,20.77582724,1.693961279,34.13905716,0.787919462
412,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,27.4664,10,AT20,2.7109,-9.8367,344.5923049,10.24505677,332.513963,13.31339466,1.299494474,12.0783419,18.13649694,0.919737778,18.87114016,0.869213332,68.49963058,0.592981518
413,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,23.8144,5,AT20,5.2356,-7.974,326.711742,9.496277196,16.02966799,5.453904525,0.574320274,-49.31792599,18.96095487,0.992584501,4.834964985,0.972207601,144.6056239,0.571229834
414,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,25.3204,9,AT20,5.0845,-8.1791,328.1330391,9.580177891,340.9212368,11.35553389,1.185315557,-12.78819773,23.81675278,0.912087509,15.213286,1.006045764,76.71515252,0.549669999
415,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,35.4849,28,AT20,5.019,-8.3892,329.1092163,9.816561841,326.8671354,12.08948588,1.231539726,2.24208092,47.19234059,0.638712683,22.10617385,1.019295997,61.59534919,0.622769221
416,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,30.9272,12,AT20,6.8916,-7.0064,315.4732628,9.851160551,316.4073412,13.73353515,1.394103271,-0.934078397,5.478266283,0.956938625,18.69392896,1.118916719,48.62476397,1.047377454
417,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,27.7904,19,AT20,6.6461,-6.5666,314.655259,9.367048767,6.000073238,9.963348596,1.063659307,-51.34481425,30.10101012,0.784400855,13.30215536,1.159693344,81.24905053,0.732377424
418,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,38.0322,21,AT20,8.3115,-5.0546,301.3056808,9.73540215,316.1099515,17.72452082,1.82062544,-14.80427065,12.82453821,1.141217508,18.23143781,1.375683406,37.4564503,0.82757332
419,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,41.3041,18,AT21,3.3356,9.1627,200.0035886,9.76068833,272.360039,8.406182418,0.861228444,72.35645039,54.43490383,0.600836739,-8.051936803,0.710650539,99.86900129,0.580432841
420,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,41.4827,6,AT21,4.9498,8.5441,210.0847314,9.835305998,310.8466172,8.06331395,0.819833562,100.7618859,40.44234659,0.504860548,-11.13981496,1.03030081,93.49530668,0.436719071
421,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,55.8956,1,AT21,4.9172,8.763,209.2981788,10.04692595,295.8461122,13.03412718,1.297324897,86.54793341,18.91083707,0.457123831,9.818561913,0.839291105,93.20950323,0.511349829
422,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,54.2505,3,AT21,4.9712,8.439,210.5012556,9.795224305,255.1273674,5.135753979,0.524312034,44.62611178,23.56353257,0.667462982,42.95148973,0.563768049,81.2468378,0.54099272
423,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,39.6183,26,AT21,6.8419,6.9275,224.6438149,9.735884466,252.1663801,8.877384359,0.911821046,27.52256518,23.81329342,0.883865782,16.72757625,0.903380267,69.76783713,0.764631171
424,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,37.6406,16,AT21,7.0132,7.6106,222.6606985,10.36266188,286.927381,9.020831572,0.87051297,64.26668247,30.96765579,0.699344355,2.48085569,0.596894357,74.78820994,0.601375009
425,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,52.9652,24,AT21,8.56,4.8208,240.6127642,9.693091712,336.208036,9.804743822,1.01151873,95.5952718,30.50108012,0.937184354,36.53671788,0.911844591,50.5077915,0.825179298
426,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,36.1329,8,AT21,3.408,-8.7759,338.7770045,9.396399254,283.0159238,8.485411361,0.903049257,55.76108068,48.57937865,0.470771797,-1.254813805,0.805688854,97.55055196,0.569893966
427,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,39.9191,11,AT21,4.8707,-7.9647,328.5527169,9.337371909,312.2495285,7.960161663,0.852505581,16.3031884,6.229201419,0.860437923,18.39673611,0.645570745,100.8722757,0.522016856
428,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,51.6912,4,AT21,4.9769,-8.666,330.1311682,9.996477668,295.3503336,10.02891676,1.003245052,34.78083464,46.68403259,0.455172182,2.106619629,0.877562662,85.38333323,0.536538137
429,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,37.3163,13,AT21,5.0547,-8.9021,330.4116632,10.24946682,300.1842692,6.873301155,0.67060085,30.22739397,10.22120955,0.756820257,13.98415731,0.566991031,80.19872235,0.591053127
430,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,39.1488,20,AT21,6.9623,-7.0821,315.4887263,10.00312701,275.6056396,9.640363216,0.963734961,39.88308675,24.96370857,0.714650782,26.89379227,0.648261545,76.52408826,0.611565173
431,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,32.8489,17,AT21,6.8817,-7.0271,315.5989376,9.832261322,297.9754619,9.378942859,0.953894791,17.62347567,36.77390356,0.820740996,-1.112935359,0.700657599,72.62967963,0.637127762
432,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,49.8049,14,AT21,8.6167,-4.9358,299.8048535,9.961239259,278.4490564,11.63275148,1.167801634,21.35579719,5.878080611,0.882789921,33.92379976,0.860900818,56.63897983,0.871957868
433,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,27.2871,7,AT21,3.0006,9.1496,198.1568399,9.565987784,232.015889,5.452170902,0.569953781,33.85904913,41.36015583,0.489824498,14.35922752,0.452586309,104.0789295,0.627019396
434,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,47.6811,2,AT21,4.7904,8.3592,209.8156933,9.565480086,191.4033398,7.590743933,0.793555981,-18.41235344,22.77718896,0.69632476,-6.652900498,0.488036067,95.74439946,0.506072076
435,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,24.8858,25,AT21,4.3984,9.0844,205.8349041,10.10594823,239.9539962,7.212372126,0.713675942,34.11909208,45.89680049,0.70480273,-14.58176941,0.68716814,99.78949703,0.520113781
436,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,31.0167,27,AT21,4.5896,8.6235,208.0228053,9.762110715,237.7606711,8.123054067,0.832100178,29.73786577,27.66417595,0.780800148,-12.76963114,0.595663897,95.66689131,0.67061687
437,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,28.0019,15,AT21,7.2393,7.5515,223.7907965,10.43451377,327.730914,8.086215872,0.774948987,103.9401175,48.0698946,0.732607512,-13.78932736,0.571617167,75.11560534,0.678304467
438,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,26.952,23,AT21,6.7622,7.4019,222.4140806,10.02511442,274.8123333,11.64826217,1.161908152,52.39825262,39.06029896,0.715619779,-5.49505767,0.602624055,74.50473316,0.617836868
439,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,34.9711,22,AT21,8.6645,5.166,239.1955049,10.042037,322.8292307,7.160298723,0.713032498,83.63372578,42.68396132,0.914521435,13.36572559,1.049690495,63.91651984,0.871716072
440,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,45.862,10,AT21,2.9011,-9.3555,342.7715633,9.837812907,355.9844684,5.842041604,0.593835404,-13.21290508,22.63094904,0.713549246,14.4030615,0.441905564,101.2896786,0.557240177
