,Triangle_index,Size,Angle.C,Angle.B,Angle.A,Side.A_B,SideC_A,Side.B_C,Total_size,Hand,Vision,Type,Angle.Type,Full.Type,duration,Trial_number,subjID,subjposC_x,subjposC_y,AC_angle,AC_dist,SubjAC_angle,SubjAC_dist,DistError,AngleError,M1AE,M1DE,M2AE,M2DE,EEMAE,EEMDE
247,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,53.8927,25,AT14,6.8736,7.5596,222.2788191,10.32390571,298.3820037,8.639197067,0.836814797,76.10318455,62.99813245,0.676581952,118.3727291,0.579604991,48.35899473,0.46897083
248,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,38.9134,6,AT14,6.5776,6.9778,223.3089313,9.590966104,267.4622907,9.06918575,0.945596685,44.15335934,65.81690058,0.675721844,8.121998917,0.739947755,75.63726257,0.612540939
249,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,44.2305,23,AT14,8.2557,4.6157,240.7907715,9.491759881,288.3580309,7.722868525,0.813639264,47.56725939,61.01353459,1.00691933,100.2165818,0.869206902,22.48588523,0.566047867
250,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,54.8972,20,AT14,3.0611,-9.1478,341.4983725,9.638285333,320.5073976,4.917167775,0.510170389,20.99097496,70.62243682,0.372823037,-171.9677506,0.496590091,73.51604321,0.650027947
251,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,29.365,14,AT14,4.8955,-8.2218,329.2291952,9.529441206,253.3402542,6.263263237,0.657253988,75.88894097,40.45924203,0.577754361,37.13366758,0.146036988,108.694475,0.636223425
252,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,37.8639,12,AT14,4.5606,-8.5802,332.0081909,9.711943409,277.9037642,7.799450505,0.803078249,54.10442664,61.66376385,0.576839421,135.023024,0.24656197,81.76328155,0.623303735
253,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,36.8813,8,AT14,4.9865,-8.7395,330.2921988,10.05634061,261.5191078,8.498126142,0.845051543,68.77309093,59.42845947,0.491914005,101.1818216,0.242903203,53.9983113,0.537408283
254,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,46.5095,7,AT14,6.6071,-7.3972,318.2291122,9.944401026,195.9109255,7.488803149,0.753067292,122.3181867,64.70814324,0.727550379,105.6192307,0.440794576,51.01614741,0.49198736
255,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,34.9827,19,AT14,6.7744,-7.0544,316.1599435,9.780448014,301.1430464,8.412122598,0.860095835,15.01689705,60.00551281,0.609386033,16.40342505,0.502797546,67.59361674,0.485676718
256,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,35.9649,22,AT14,8.1789,-5.5112,303.9733288,9.891736903,280.6124327,9.677151968,0.978306648,23.36089606,61.49927488,0.979964945,82.09670213,0.759867654,34.64600654,0.460553275
257,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,42.9575,2,AT15,3.0183,9.4037,197.795041,9.851027343,320.0611208,6.979813751,0.708536634,122.2660797,44.30510472,0.333200145,32.48835823,0.460031528,48.67781911,0.345590237
258,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,33.8205,28,AT15,4.9116,8.7259,209.3741176,9.964827106,285.6279873,7.618540208,0.76454314,76.25386968,79.54304233,0.34856271,83.36658527,0.569557447,-11.05183382,0.271111698
259,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,34.2554,9,AT15,4.5738,8.1845,209.1980666,9.384239781,226.562072,6.49131832,0.691725539,17.36400547,29.79998092,0.091044886,34.43983926,0.145342418,13.46205375,0.371037066
260,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,37.5071,10,AT15,4.9264,8.3589,210.5133899,9.705456361,204.737021,7.033508929,0.724696363,-5.776368916,11.02961778,0.488959055,-0.619083491,0.608616083,23.27553515,0.393810951
261,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,36.0097,21,AT15,7.013,6.8945,225.4881816,9.876808065,312.3505736,6.17725822,0.625430623,86.86239197,39.3117691,0.448900128,54.69108418,0.841215598,10.70734448,0.481151681
262,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,47.8155,3,AT15,7.0508,7.1089,224.7649056,10.0197101,191.4017473,11.31989153,1.12976238,-33.36315833,25.72809387,0.330648794,5.658742139,0.317579993,-3.124989495,0.384317473
263,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,53.5678,4,AT15,8.3904,5.0781,238.8165247,9.868681513,229.3696338,10.84474593,1.09890525,-9.446890876,3.473485148,0.507300068,-19.10392421,0.765681226,-3.662272112,0.517120065
264,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,29.0621,16,AT15,3.0772,-9.3294,341.745429,9.756495471,216.0694292,3.029753313,0.310537049,125.6759998,149.4055487,0.380304762,139.6480864,0.562038309,43.43679507,0.432293548
265,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,32.4924,5,AT15,4.8764,-8.3752,329.7902039,9.690560122,278.1565879,3.258278173,0.336232182,51.63361593,87.03660103,0.583166955,85.89026466,0.828561019,-5.764836421,0.245446458
266,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,34.6808,27,AT15,4.8806,-8.5769,330.3583884,9.791230055,288.564779,6.01606363,0.614433896,41.79360931,-78.67362235,0.051457822,-119.3267369,0.217965625,13.27712189,0.331399965
267,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,32.0114,11,AT15,4.9416,-8.6694,330.3166503,9.978774372,173.4654942,6.506194127,0.652003331,156.8511561,106.3427763,0.485019379,102.1532559,0.621006483,22.49577337,0.361886942
268,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,36.8811,13,AT15,6.7752,-6.9273,315.6359664,9.678601509,323.6644922,5.934066585,0.613111985,-8.028525794,32.52408731,0.267323444,19.10429373,0.324094684,12.94982321,0.452325486
269,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,62.8974,1,AT15,6.498,-6.991,317.0931316,9.544537679,195.4546202,10.16794291,1.065315393,121.6385114,23.25033596,0.145611428,37.65094817,0.104425206,-5.475837322,0.463708741
270,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,40.8347,24,AT15,8.3669,-4.7972,299.8279986,9.652839947,284.6221597,7.686865204,0.796331986,15.20583892,50.7505464,0.503967812,69.09419543,0.618612309,-0.939341607,0.572299167
271,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,27.4221,17,AT15,4.7824,8.5433,209.2393906,9.844910012,152.480137,5.818623963,0.591028659,-56.75925361,61.87994509,0.239804802,88.07604159,0.344112538,6.775060702,0.304225094
272,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,31.2511,18,AT15,4.6329,8.3344,209.0686692,9.464922552,197.3113493,6.245407293,0.659847691,-11.75731988,-7.331385051,0.432346375,-0.403006388,0.662127848,8.009680899,0.346199624
273,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,32.2897,15,AT15,4.4199,8.4499,207.6127739,9.534551573,171.7145005,9.265920937,0.971825562,-35.89827339,-41.30906208,0.030228844,-137.1507062,0.109653437,17.73001562,0.347305624
274,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,31.9888,25,AT15,6.6489,7.1188,223.0452189,9.762017126,312.7335695,6.572246827,0.673246804,89.68835062,67.01138417,0.597971565,59.17476728,0.845862421,18.79082514,0.515618123
275,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,32.1229,6,AT15,6.257,7.0831,221.4564225,9.436834771,338.2588454,5.680216209,0.601919642,116.802423,77.26963364,0.449887908,81.98713066,0.587834926,3.437119081,0.350678966
276,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,79.4586,23,AT15,8.1182,5.5484,235.6492681,9.838190065,242.4263606,2.682727571,0.272685072,6.777092448,48.85514343,0.100169263,27.31296669,0.245402818,7.737038399,0.48028002
277,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,24.3373,12,AT15,4.6104,-9.0713,333.0584888,10.21808504,180.0260549,5.7028,0.558108489,153.0324338,38.31197092,0.220083548,55.03716731,0.218783908,3.39733064,0.281989364
278,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,33.9663,7,AT15,7.0718,-7.6255,317.1575172,10.40969143,208.1779084,5.631592958,0.540995187,108.9796088,41.59489248,0.323816783,54.51715837,0.414348022,11.27489246,0.426843047
279,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,29.2971,19,AT15,6.8583,-7.6406,318.0884459,10.27282906,161.7112143,6.622008001,0.644613861,156.3772316,91.22884459,0.445703798,100.8006512,0.613383271,0.557948745,0.360484816
280,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,51.5573,10,AT16,2.935,9.2607,197.5850062,9.717814789,321.0386977,10.78793066,1.110118982,123.4536915,117.1714748,0.861056921,109.3803442,0.736809746,79.19118629,0.567029767
281,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,40.2985,5,AT16,4.9455,8.6657,209.7133281,9.925889108,3.357775296,6.488777853,0.653722582,153.6444472,88.4377082,0.52290259,78.71915974,0.453708437,127.5382041,0.467806022
282,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,35.2063,15,AT16,4.6922,8.664,208.4388381,9.823906818,0.17973662,5.674227919,0.577593825,151.7408985,99.54539369,0.551994122,73.08285809,0.829283805,101.6231793,0.623812896
283,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,45.0014,13,AT16,4.9674,8.789,209.4744283,10.08507123,13.93116268,14.29613997,1.417554685,164.4567344,105.0981243,0.645824149,91.04120565,0.818931808,84.7462192,0.447154952
284,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,59.622,3,AT16,6.4475,6.9716,222.7633773,9.493323656,10.35054327,5.648567444,0.5950042,147.587166,86.98550623,0.570811469,94.15223871,0.827311419,65.60870994,0.518569568
285,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,43.4149,22,AT16,6.961,7.0241,224.7414864,9.892987104,357.71258,11.09878658,1.121884266,132.9710937,76.95159108,0.716008919,52.16844057,0.915407408,75.80518623,0.51673257
286,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,115.5489,1,AT16,8.9729,4.8365,241.6748036,10.22906723,204.9047688,0.012348279,0.001207175,-36.77003482,99.17412097,0.656421937,79.45217167,1.255864948,26.5726729,0.59367934
287,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,81.8488,28,AT16,3.4236,-9.033,339.242776,9.626743075,244.4691728,5.912913337,0.614217424,94.7736032,124.9367774,0.541343413,110.8060688,0.791914233,81.6224065,0.520694545
288,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,35.8424,7,AT16,4.5716,-8.5279,331.8053222,9.693119101,226.0208859,8.014189207,0.826791575,105.7844363,72.25017067,0.697111179,65.89112435,0.802714235,127.2525112,0.609326223
289,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,31.4977,8,AT16,4.9986,-8.6443,329.9611855,9.976948126,230.5496452,4.472418865,0.448275245,99.41154027,85.49765897,0.516062448,79.51763065,0.889993992,103.6549349,0.493385573
290,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,41.3718,23,AT16,5.0107,-8.5912,329.7477096,9.946328687,263.1123325,9.451216694,0.950221634,66.63537716,102.6626184,0.511175055,93.43098773,0.714963405,74.40566008,0.486552377
291,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,214.5409,9,AT16,6.7561,-7.1053,316.443105,9.801101376,273.3909672,11.381427,1.161239596,43.05213779,87.28513312,0.842457529,78.63133756,0.997637678,60.07641349,0.510241869
292,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,37.9205,20,AT16,6.9187,-7.0094,315.3731057,9.843237298,236.1715141,6.869787505,0.697919526,79.20159165,86.88862973,0.512174283,68.13985788,0.845628726,79.08530288,0.481733768
293,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,65.5095,12,AT16,8.3385,-5.1761,301.829824,9.859477303,202.4487383,16.50383515,1.673905689,99.38108569,62.33558898,0.690213886,70.04031627,1.07367478,46.73145109,0.465190534
294,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,35.004,17,AT16,3.3107,9.3704,199.459063,9.868322581,358.163029,5.009654253,0.50765003,158.703966,112.291392,0.560738233,113.8977401,0.703567104,79.49453014,0.504398004
295,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,44.1855,26,AT16,5.0075,8.6599,210.0382158,9.956164366,12.04074086,10.7800737,1.082753689,162.0025251,106.7416272,0.672569736,85.57278592,0.591266745,120.5725286,0.469445911
296,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,32.8045,19,AT16,4.6833,8.6268,208.496562,9.749245628,344.388022,9.716427173,0.996633744,135.89146,103.2538657,0.556258579,91.85523826,0.668480754,93.63957701,0.542887489
297,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,86.7748,14,AT16,5.013,8.6624,210.058309,10.00847179,336.2402237,11.46820605,1.145849865,126.1819147,118.4303461,0.466578238,104.5341226,0.724390183,82.5015004,0.537908977
298,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,87.3991,24,AT16,6.8919,6.754,225.5789885,9.631288164,239.563186,9.829288187,1.020558,13.98419755,97.4965846,0.874121528,89.09722821,1.211343653,51.31778217,0.439129799
299,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,40.6795,18,AT16,6.6976,7.2102,222.889204,9.848657167,335.3768044,14.86163805,1.509001461,112.4876004,82.57622816,0.454434253,70.86704869,0.81493846,93.22969668,0.491443224
300,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,61.3981,27,AT16,9.1509,4.5891,243.3666171,10.08373066,142.4460924,0.510804953,0.050656346,-100.9205247,85.92632557,0.971702112,78.92096425,1.693614091,45.27728328,0.461849071
301,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,40.7126,25,AT16,3.4428,-9.4057,339.8956885,10.01178056,2.709146433,8.725844108,0.871557667,-22.81345793,119.549026,0.797178043,103.0805784,0.863083937,78.16599098,0.539417967
302,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,44.8896,11,AT16,5.1103,-8.6161,329.3273723,10.06242186,339.8675696,10.56791358,1.050235592,-10.54019737,78.42860381,0.640220953,65.54214656,0.700320885,124.2713339,0.506974848
303,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,43.349,4,AT16,4.8189,-8.5838,330.6903758,9.866249538,244.9519791,7.074693718,0.717060084,85.7383967,112.4503249,0.492593739,96.89244036,0.634977611,85.66183599,0.544652068
304,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,41.6052,21,AT16,5.2435,-9.38,330.7944373,10.77283487,231.6295365,14.6323893,1.358267297,99.16490085,95.36889133,0.621656481,82.52102837,0.91124399,61.61125575,0.538929716
305,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,58.5044,2,AT16,7.1831,-7.289,315.419256,10.23269577,213.0056641,8.991310083,0.878684394,102.4135919,114.2521998,0.651426946,86.73817956,0.986207986,48.21890847,0.423632441
306,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,50.6977,6,AT16,7.4497,-7.4814,315.1216436,10.55412568,247.8917627,11.72234524,1.110688426,67.22988091,77.0147429,0.500752059,69.2102969,0.952357915,82.9402687,0.412114922
307,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,47.4249,16,AT16,8.6767,-5.091,300.4020158,10.06003083,225.9851928,10.83746848,1.077279848,74.41682298,83.58980567,0.740136788,77.18175248,1.302149455,33.93247822,0.241810427
308,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,41.3042,6,AT17,3.371,9.3612,199.8041211,9.949658609,195.1519921,5.367931904,0.539509155,-4.652129083,-5.195079014,0.588813213,-5.720185558,0.637949564,94.51672631,0.170273927
309,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,164.6049,1,AT17,4.8777,8.5658,209.6588707,9.858283179,181.779752,6.838728117,0.693703761,-27.87911868,-2.675499454,0.489017255,-4.563803762,0.47294458,8.199774863,0.128578778
310,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,48.0164,23,AT17,4.7315,8.6045,208.805809,9.764897684,190.6932044,6.943678288,0.711085616,-18.11260456,-15.20001493,0.525742285,-3.060370303,0.740203403,62.034959,0.199750748
311,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,50.7651,18,AT17,4.6458,8.6314,208.2910962,9.794212652,177.5273163,6.668509022,0.680862185,-30.76377993,-4.422889935,0.458799134,-13.22398206,0.779480297,78.84502791,0.305296251
312,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,47.9941,26,AT17,6.596,7.1222,222.8033367,9.700460528,231.4961412,5.762129733,0.594005791,8.692804445,-14.41801458,0.556710115,-16.44823061,0.696658906,78.34297846,0.385540084
313,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,64.48,2,AT17,6.9721,7.1256,224.376171,9.966553813,218.7564778,5.865867429,0.588555236,-5.619693176,-7.783150395,0.423211219,-24.79068834,0.778103,47.57623272,0.306834896
314,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,61.9677,22,AT17,8.2411,4.9498,239.0099746,9.600251886,273.9895001,8.184131649,0.852491346,34.97952553,-14.01059402,0.485355875,-27.27237903,0.644058678,60.40783779,0.623622072
315,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,43.6946,21,AT17,3.3788,-9.1993,339.8322809,9.774576543,347.2840404,6.398842697,0.654641423,-7.451759494,-2.33441035,0.501253173,-7.034995554,0.808875033,74.50354999,0.241002595
316,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,40.6787,5,AT17,4.5856,-8.4022,331.3759733,9.576302249,9.931105828,5.257868551,0.549049979,-38.55513253,-8.850331871,0.400664158,-12.07854504,0.770540816,37.53420062,0.087444105
317,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,50.7429,13,AT17,4.3395,-8.3983,332.6740715,9.432892697,316.7260555,6.002736817,0.63636225,15.94801598,-11.50632716,0.496916608,-11.25249769,0.664751104,61.08986376,0.181007301
318,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,46.431,10,AT17,4.8245,-8.647,330.8411406,9.894730613,339.2498975,8.739383842,0.883236157,-8.408756819,-11.74933551,0.449566261,-13.96412927,0.840300971,74.6437292,0.313659705
319,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,48.2746,9,AT17,6.9937,-7.0637,315.2853068,9.929303738,337.3617304,9.581823551,0.965004577,-22.07642363,-15.88467937,0.462585337,-21.23607596,0.811513915,74.21466234,0.469312494
320,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,49.1786,28,AT17,6.4235,-7.0117,317.506838,9.500852157,322.6339256,5.025173862,0.528918225,-5.127087582,-8.259310868,0.518465676,-12.73853009,0.605350733,49.59340524,0.361396316
321,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,59.9336,8,AT17,8.3452,-4.998,300.9176936,9.789277507,292.501987,8.191986568,0.836832602,8.415706689,-18.78558401,0.449172531,-34.10551079,0.745694309,50.15883484,0.546280431
322,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,50.352,19,AT17,2.9709,9.481,197.3985401,9.942561683,236.2810887,2.644478051,0.265975524,38.88254859,-2.231241781,0.486722126,-2.785540912,0.830997272,85.12450909,0.228602624
323,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,106.8017,12,AT17,4.4896,8.384,208.1688795,9.527697714,325.729653,4.751389534,0.498692305,117.5607735,-7.436985313,0.430439656,-18.4644345,0.730106729,87.44068909,0.147850831
324,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,35.9758,17,AT17,4.7148,8.5214,208.9552889,9.728986776,181.9084503,4.077761873,0.419135308,-27.04683862,-13.4934005,0.491469451,-13.17523399,0.60214951,87.00653201,0.168376592
325,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,45.3585,24,AT17,4.8942,8.6663,209.4551235,9.954101507,278.7144051,5.86409868,0.589113812,69.25928168,-9.970254462,0.479466829,-12.13810904,0.711152069,89.59396403,0.300492454
326,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,100.9927,11,AT17,6.6489,7.058,223.2904415,9.678334143,217.586203,5.830371528,0.602414779,-5.704238537,-15.32512852,0.526005907,-19.70543978,0.643412198,64.38851009,0.411141874
327,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,40.6894,27,AT17,6.5902,6.9319,223.5524584,9.563227251,197.7198336,4.007063115,0.419007413,-25.83262482,-13.40614137,0.443430312,-14.21100135,0.630603945,39.88287392,0.264606399
328,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,103.1164,7,AT17,8.3585,5.1012,238.6042461,9.765960403,19.8712883,4.023143697,0.411955766,141.2670422,-11.92827556,0.51879313,-39.7251369,0.798401228,48.39369405,0.480331603
329,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,37.4731,20,AT17,2.9475,-9.2756,342.3713462,9.695986155,352.4492734,5.034857694,0.519272368,-10.07792725,-7.468277077,0.569728371,-7.478384321,0.734696144,119.0873625,0.161323991
330,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,90.0585,15,AT17,4.759,-8.5398,330.8702563,9.696639887,201.1989625,4.317932693,0.445301954,129.6712938,-3.612555791,0.502417722,-6.270581346,0.610760409,24.02734324,0.07171815
331,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,28.8957,25,AT17,5.0093,-8.6563,329.9425334,9.975726954,356.9233311,4.50081786,0.45117693,-26.98079773,-11.4096191,0.563510834,-8.076179778,0.679567062,21.6141086,0.048856114
332,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,45.2469,16,AT17,6.7939,-7.1266,316.3691087,9.873004383,312.0132825,7.003511385,0.709359696,4.355826194,-17.22513979,0.492253576,-23.78775223,0.759736281,70.11831466,0.453178298
333,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,46.99,3,AT17,6.8815,-6.975,315.3866109,9.798263271,331.5608537,5.882932225,0.600405609,-16.17424277,-14.19767701,0.5131212,-14.97480719,0.596566906,37.2634987,0.25290317
334,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,55.4005,4,AT17,8.2454,-5.1293,301.8849249,9.702543,337.8903057,4.721279467,0.486602272,-36.00538083,-14.57517691,0.434795557,-38.40003244,0.817597353,58.8688637,0.568305683
335,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,50.1846,20,AT18,2.954,9.4606,197.3405749,9.913180344,234.6528112,7.39167021,0.745640647,37.31223635,-1.466010067,0.705737723,-9.206430151,0.703415307,86.12257835,0.356453398
336,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,50.9978,23,AT18,4.5694,8.1703,209.2169561,9.382117435,232.4666125,8.598684286,0.916497192,23.24965644,9.429079817,0.686163773,-11.57809724,0.900631389,70.39432893,0.165459231
337,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,65.2173,3,AT18,4.5463,8.4346,208.3249338,9.579888675,189.8214908,8.013052343,0.836445246,-18.50344296,3.136341342,0.759573925,10.47165482,0.666584914,91.71821753,0.253713407
338,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,76.922,21,AT18,4.8745,8.1331,210.9359838,9.486632731,244.5425292,8.722294755,0.919430002,33.60654545,1.127228324,0.680368342,-10.02732848,0.871410151,67.84465225,0.453987346
339,4,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,off,scale,acute,60-75-45,54.2727,14,AT18,6.4745,7.0969,222.3741896,9.576536117,243.5735962,8.494207476,0.886981198,21.19940666,0.510144036,0.761687939,-5.870110137,0.587748414,58.05687934,0.705248449
340,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,59.3431,4,AT18,6.5372,7.132,222.5084098,9.670839602,247.9433725,10.62321498,1.098479079,25.43496265,0.275511477,0.71278513,-16.19082787,0.864308634,60.03761099,0.518535331
341,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,56.2166,18,AT18,8.3777,5.0177,239.0811209,9.706639841,240.9169011,8.796220927,0.906206583,1.835780198,4.883418186,0.717418193,-4.207052246,0.706705901,35.59425743,0.774899296
342,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,47.4477,10,AT18,3.4125,-9.2634,339.7769464,9.880039761,342.0080412,7.218036216,0.730567527,-2.231094836,-0.574306712,0.721366872,1.715709326,0.691713395,71.01059219,0.381306223
343,8,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,off,iso,obtuse,30-120-30,43.226,15,AT18,4.5926,-8.416,331.3787614,9.544903672,350.7773369,8.90613001,0.933076992,-19.39857544,-0.430847638,0.750816453,5.916061084,0.625634054,91.05119408,0.18764114
